name,distance,address,zip_code,city,store_id,phone,latitude,longitude
Wisconsin Rapids Supercenter,43.06,4331 8th St S,54494,Wisconsin Rapids,1202,715-423-1900,44.354549,-89.813333
Marshfield Supercenter,47.91,2001 N Central Ave,54449,Marshfield,2813,715-486-9440,44.686521,-90.154602
Richland Center Supercenter,24.34,2401 Us Hwy 14 E,53581,Richland Center,1007,608-647-7141,43.312655,-90.349051
Tomah Supercenter,28.44,222 W Mccoy Blvd,54660,Tomah,965,608-372-7900,44.020938,-90.508494
Viroqua Supercenter,32.71,1133 N Main St,54665,Viroqua,971,608-637-8511,43.570315,-90.886168
Sparta Supercenter,35.38,1600 W Wisconsin St,54656,Sparta,979,608-269-7501,43.941269,-90.832911
La Crosse Supercenter,49.05,4622 Mormon Coulee Rd,54601,La Crosse,5127,608-788-1870,43.766399,-91.213581
Onalaska Supercenter,49.39,3107 Market Pl,54650,Onalaska,1679,608-781-8282,43.879795,-91.183654
Monroe Supercenter,10.38,300 6th Ave West,53566,Monroe,802,608-325-7701,42.6095957,-89.6635797
Dodgeville Supercenter,26.08,601 E Leffler St,53533,Dodgeville,847,608-935-2723,42.973808,-90.119979
Platteville Supercenter,29.93,1800 Progressive Pkwy,53818,Platteville,958,608-348-4888,42.736174,-90.437959
Galena Supercenter,33.19,10000 Bartel Blvd,61036,Galena,5044,815-777-0507,42.435085,-90.445633
Minocqua Supercenter,3.32,8760 Northridge Way,54548,Minocqua,2510,715-356-1609,45.889663,-89.721537
Rhinelander Supercenter,24.18,2121 Lincoln St,54501,Rhinelander,1931,715-362-8550,45.635914,-89.383286
Ironwood Supercenter,43.68,10305 Country Club Road,49938,Ironwood,5444,906-932-0713,46.470308,-90.127186
De Pere Supercenter,8.32,1415 Lawrence Dr,54115,De Pere,5090,920-336-3416,44.43273,-88.10272
Appleton Supercenter,10.5,3701 E Calumet St,54915,Appleton,2958,920-996-0573,44.241019,-88.351479
Green Bay Supercenter,14.64,2440 W Mason St,54303,Green Bay,1453,920-499-9897,44.526822,-88.090801
Green Bay Supercenter,14.65,2292 Main St,54311,Green Bay,1908,920-465-1333,44.478683,-87.970999
Appleton Supercenter,15.64,955 Mutual Way,54913,Appleton,1982,920-954-6300,44.269065,-88.480079
Neenah Supercenter,18.72,1155 W Winneconne Ave,54956,Neenah,2986,920-722-0782,44.177492,-88.491799
Chilton Supercenter,20.76,810 S Irish Rd,53014,Chilton,2509,920-849-9551,44.023831,-88.139233
New London Store,28.85,1717 N Shawano St,54961,New London,1471,920-982-7525,44.411593,-88.743987
Manitowoc Supercenter,29.13,4115 Calumet Ave,54220,Manitowoc,1449,920-684-4214,44.076137,-87.69668
Oshkosh Supercenter,29.51,351 S Washburn St,54904,Oshkosh,1430,920-231-1575,44.015765,-88.586283
Shawano Supercenter,37.35,1244 East Green Bay,54166,Shawano,2271,715-524-5980,44.779317,-88.5804
Sheboygan Supercenter,41.84,4433 Vanguard Dr,53083,Sheboygan,3324,920-459-9410,43.792503,-87.767311
Portage Supercenter,9.96,2950 New Pinery Rd,53901,Portage,1799,608-742-1432,43.570847,-89.473457
Sun Prairie Supercenter,22.53,1905 Mccoy Rd,53590,Sun Prairie,1267,608-837-6339,43.173711,-89.246586
Baraboo Supercenter,23.72,920 State Road 136,53913,Baraboo,1396,608-356-1765,43.458483,-89.772509
Beaver Dam Supercenter,24.62,120 Frances Ln,53916,Beaver Dam,1012,920-887-8900,43.489327,-88.811465
Wisconsin Dells Supercenter,26.23,130 Commerce St,53965,Wisconsin Dells,3505,608-253-3490,43.584915,-89.812168
Madison Supercenter,26.69,4198 Nakoosa Trl,53714,Madison,2335,608-241-8808,43.1110577,-89.3128305
Monona Supercenter,31.51,2151 Royal Ave,53713,Monona,3857,608-226-0913,43.042561,-89.350021
Madison Store,32.47,7202 Watts Rd,53719,Madison,1138,608-276-9393,43.051987,-89.509157
Berlin Supercenter,36.48,861 County Road F,54923,Berlin,1727,920-361-1600,43.970627,-88.978984
Stoughton Supercenter,40.03,2600 State Highway 138,53589,Stoughton,1176,608-873-5453,42.919568,-89.242838
Fond Du Lac Supercenter,45.58,377 N Rolling Meadows Dr,54937,Fond Du Lac,1643,920-921-6311,43.787802,-88.483995
Janesville Supercenter,42.12,3800 Deerfield Dr,53546,Janesville,1305,608-754-7800,42.725543,-88.986576
Rockford Supercenter,37.65,7219 Walton St,61108,Rockford,1490,815-399-7143,42.266166,-88.973392
Rockford Supercenter,39.8,3902 W Riverside Blvd,61101,Rockford,5398,815-962-4071,42.3130126,-89.1136743
Rockford Supercenter,40.37,3849 Northridge Dr,61114,Rockford,1955,815-636-0101,42.31514,-89.031952
Freeport Supercenter,43.84,2545 Il Route 26 S,61032,Freeport,1740,815-232-8120,42.263954,-89.628318
Roscoe Supercenter,49.92,4781 E Rockton Rd,61073,Roscoe,3837,815-389-4055,42.453894,-89.024093
Kankakee Supercenter,26.17,505 Riverstone Pkwy,60901,Kankakee,4323,815-802-1884,41.080522,-87.86108
Monticello Supercenter,49.78,1088 W Broadway St,47960,Monticello,2771,574-583-2063,40.7479,-86.781523
Sterling Supercenter,30.13,4115 E Lincolnway,61081,Sterling,891,815-626-7200,41.815539,-89.644849
Dixon Supercenter,31.65,1640 S Galena Ave,61021,Dixon,5399,815-288-7770,41.827442,-89.471721
Clinton Supercenter,44.69,2715 S 25th St,52732,Clinton,2889,563-243-0001,41.8186521,-90.2426849
Davenport Supercenter,49.49,5811 Elmore Ave,52807,Davenport,1241,563-359-0023,41.580699,-90.524339
Princeton Supercenter,26.17,2111 Claude Bailey Pkwy,61356,Princeton,636,815-875-4521,41.396587,-89.462832
Silvis Supercenter,44.85,1601 18th St,61282,Silvis,4511,309-796-3526,41.494392,-90.402201
Moline Supercenter,46.98,3930 44th Avenue Dr,61265,Moline,2231,309-736-2270,41.468524,-90.48
Rock Falls Store,47.33,1901 1st Ave,61071,Rock Falls,830,815-626-6800,41.763311,-89.687013
Kewanee Supercenter,31.12,730 Tenney St,61443,Kewanee,633,309-853-2020,41.22115,-89.922169
Geneseo Store,45.89,125 E Bestor Dr,61254,Geneseo,957,309-944-2145,41.43277,-90.155134
Morris Supercenter,15.6,333 E Us Route 6,60450,Morris,844,815-942-6306,41.384538,-88.417167
Ottawa Supercenter,27.15,4041 Veterans Dr,61350,Ottawa,852,815-434-0120,41.3781973,-88.8443488
Dekalb Supercenter,28.08,2300 Sycamore Rd,60115,Dekalb,786,815-758-6225,41.949345,-88.72142
Streator Supercenter,38.22,2415 N Bloomington St,61364,Streator,4699,815-672-3071,41.151649,-88.8330056
Rochelle Supercenter,39.57,311 E Route 38,61068,Rochelle,933,815-562-3424,41.937176,-89.051617
Peru Supercenter,39.85,5307 Rt. 251,61354,Peru,796,815-224-2396,41.373026,-89.122745
Hammond Supercenter,9.46,7850 Cabela Dr,46324,Hammond,2818,219-989-0258,41.569186,-87.482627
Schererville Store,13.76,1555 Us Highway 41,46375,Schererville,1576,219-865-6309,41.492642,-87.467399
Merrillville Supercenter,20.97,2936 E 79th Ave,46410,Merrillville,1618,219-947-1309,41.473884,-87.300113
Portage Supercenter,24.37,6087 Us Highway 6,46368,Portage,2544,219-759-5900,41.547802,-87.178959
Bradley Supercenter,33.71,2080 No. St. Route 50,60914,Bradley,1307,815-937-5100,41.190112,-87.846595
Rensselaer Store,49.62,905 S College Ave,47978,Rensselaer,2020,219-866-0266,40.92373,-87.153056
Aledo Store,46.2,1500 Se 5th St,61231,Aledo,792,309-582-5617,41.197904,-90.731953
Lafayette Supercenter,46.51,4205 Commerce Dr,47905,Lafayette,1547,765-446-0100,40.413229,-86.827302
Murray Supercenter,46.24,809 N 12th St,42071,Murray,410,270-753-2195,36.627014,-88.317878
Malden Store,48.58,1007 N Douglass St,63863,Malden,453,573-276-5735,36.570405,-89.972394
Union City Supercenter,47.37,1601 W Reelfoot Ave,38261,Union City,675,731-884-0114,36.413982,-89.080451
Pontiac Supercenter,46.84,1706 W Reynolds St,61764,Pontiac,1386,815-844-3600,40.870172,-88.660015
East Peoria Supercenter,26.78,401 River Rd,61611,East Peoria,1028,309-694-0513,40.683779,-89.584886
Peoria Store,29.74,3315 N University St,61604,Peoria,1323,309-682-0055,40.728316,-89.615807
Washington Supercenter,29.75,1980 Freedom Pkwy,61571,Washington,1421,309-745-3339,40.706877,-89.456994
Peoria Supercenter,34.42,8915 N Allen Rd,61615,Peoria,3460,309-693-0525,40.796213,-89.634432
Galesburg Supercenter,49.77,659 Knox Square Dr,61401,Galesburg,775,309-344-1180,40.981605,-90.359891
Dexter Supercenter,42.59,2025 W Business Us Highway 60,63841,Dexter,30,573-624-5514,36.801185,-89.992373
Watseka Supercenter,42.57,1790 E Walnut St,60970,Watseka,1548,815-432-2200,40.7770883,-87.6974256
Greencastle Supercenter,41.2,1750 Indianapolis Rd,46135,Greencastle,902,765-653-2481,39.643694,-86.823489
Paducah Supercenter,26.67,5130 Hinkleville Rd,42001,Paducah,491,270-444-0066,37.072548,-88.688124
Paducah Supercenter,33.51,3220 Irvin Cobb Dr,42003,Paducah,431,270-444-6941,37.0540102,-88.5662728
Mayfield Supercenter,41.96,1225 Paris Rd,42066,Mayfield,430,270-247-0358,36.720985,-88.629795
Fulton Supercenter,46.35,1405 Middle Rd,42041,Fulton,106,270-472-1426,36.51749,-88.900147
Benton Supercenter,48.38,310 W 5th St,42025,Benton,143,270-527-1605,36.869615,-88.360427
Canton Store,45.79,2071 N Main St,61520,Canton,1713,309-647-7000,40.592292,-90.033266
Crawfordsville Supercenter,39.26,1835 S Us Highway 231,47933,Crawfordsville,1655,765-362-5930,40.013317,-86.907616
Lafayette Supercenter,46.98,2347 Veterans Memorial Pkwy S,47909,Lafayette,3851,765-477-9379,40.364711,-86.859166
West Lafayette Supercenter,47.06,2801 Northwestern Ave,47906,West Lafayette,2339,765-463-0201,40.456955,-86.932941
Brazil Store,42.02,2150 E National Ave,47834,Brazil,1629,812-443-0667,39.531649,-87.10094
Rantoul Supercenter,21.67,845 Broadmeadow Rd,61866,Rantoul,1093,217-892-9151,40.305619,-88.178841
Danville Supercenter,45.19,4101 N Vermilion St Ste A,61834,Danville,2491,217-443-9520,40.201449,-87.627697
Pekin Supercenter,40.32,3320 Veterans Dr,61554,Pekin,603,309-353-1123,40.537969,-89.594843
Bloomington Supercenter,43.7,2225 W Market St,61705,Bloomington,3459,309-828-5646,40.4897474,-89.0415186
Morton Supercenter,46.36,155 E Courtland St,61550,Morton,5157,309-263-7898,40.630189,-89.461783
Normal Supercenter,47.93,300 Greenbriar Dr,61761,Normal,1125,309-451-1100,40.5151595,-88.9490782
Urbana Supercenter,48.22,100 S High Cross Rd,61802,Urbana,5403,217-344-6148,40.111637,-88.159385
Champaign Supercenter,48.71,2610 N Prospect Ave,61822,Champaign,1734,217-352-0700,40.147006,-88.25482
Savoy Supercenter,46.93,505 S Dunlap Ave,61874,Savoy,3255,217-355-5845,40.048819,-88.256267
Sikeston Supercenter,47.09,1303 S Main St,63801,Sikeston,9,573-472-3020,36.857394,-89.586051
Robinson Supercenter,18.11,1304 E Main St,62454,Robinson,422,618-546-5676,39.0087859,-87.7238588
Charleston Supercenter,26.28,2250 Lincoln Ave,61920,Charleston,612,217-345-1222,39.485111,-88.155374
Marshall Supercenter,27.5,108 Kyden Dr.,62441,Marshall,798,217-826-8061,39.415132,-87.690846
Sullivan Store,32.58,757 W Wolfe St,47882,Sullivan,617,812-268-3381,39.101072,-87.424032
Paris Supercenter,38.37,15150 Us Highway 150,61944,Paris,2934,217-466-5428,39.601791,-87.681094
Terre Haute Supercenter,38.75,5555 S Us Hwy #41,47802,Terre Haute,1310,812-299-4677,39.3996185,-87.4058437
Terre Haute Supercenter,43.29,2399 S State Road 46,47803,Terre Haute,4235,812-872-2520,39.43878,-87.337007
Clinton Store,49.15,1795 E State Road 163,47842,Clinton,1013,765-832-3533,39.656169,-87.431053
Jackson Supercenter,48.19,3051 E Jackson Blvd,63755,Jackson,122,573-243-3909,37.362068,-89.634627
Cape Girardeau Neighborhood Market,48.43,2021 Independence Street,63701,Cape Girardeau,7072,573-708-6980,37.305132,-89.549208
Cape Girardeau Supercenter,49.8,3439 William St,63701,Cape Girardeau,188,573-335-4600,37.30124,-89.585833
Marshfield Supercenter,49.56,14740 State Hwy #38,65706,Marshfield,78,417-468-6116,37.337928,-92.939632
Bethany Supercenter,47.42,810 S 37th St,64424,Bethany,834,660-425-4410,40.262181,-94.017129
Salem Supercenter,47.68,1101 W Highway 32,65560,Salem,27,573-729-6151,37.634119,-91.546043
Lebanon Supercenter,34.18,1800 S Jefferson Ave,65536,Lebanon,14,417-588-2268,37.663493,-92.645849
Farmington Supercenter,15.25,707 Walton Dr,63640,Farmington,37,573-756-8448,37.7894913,-90.4353609
Fredericktown Supercenter,32.05,1025 Walton Dr,63645,Fredericktown,337,573-783-5581,37.5589096,-90.3197291
Chester Store,36.16,Hwy 150/2206 State S,62233,Chester,352,618-826-5041,37.925334,-89.804487
Perryville Supercenter,37.22,1750 S Perryville Blvd,63775,Perryville,82,573-547-2577,37.705668,-89.896103
Buffalo Store,43.19,1250 W Dallas St,65622,Buffalo,845,417-345-6166,37.6390437,-93.1061393
Bolivar Supercenter,43.84,2451 S Springfield Ave,65613,Bolivar,46,417-326-8424,37.591722,-93.403975
Macomb Supercenter,48.03,1730 E Jackson St,61455,Macomb,197,309-836-3311,40.461079,-90.641514
Rolla Supercenter,36.07,500 S Bishop Ave,65401,Rolla,101,573-341-9145,37.937606,-91.779138
Saint Robert Supercenter,40.27,185 Saint Robert Blvd,65584,Saint Robert,21,573-336-5103,37.825154,-92.152265
Camdenton Supercenter,43.83,94 Cecil St,65020,Camdenton,89,573-346-3588,38.025748,-92.722992
Hannibal Supercenter,42.83,3650 Stardust Dr,63401,Hannibal,609,573-221-5610,39.724869,-91.400117
Pittsfield Store,40.71,151 Shetland Dr,62363,Pittsfield,480,217-285-9621,39.604775,-90.822308
Chillicothe Supercenter,37.99,1000 Graves St,64601,Chillicothe,135,660-646-6000,39.7765306,-93.55634
Jefferson City Supercenter,32.61,401 Supercenter Dr,65101,Jefferson City,5477,573-635-3535,38.54105,-92.118674
Mexico Supercenter,37.91,4820 S Clark St,65265,Mexico,25,573-581-4500,39.120508,-91.890515
Moberly Supercenter,39.16,1301 E Highway 24,65270,Moberly,40,660-263-3113,39.4476727,-92.4204522
Brookfield Supercenter,48.14,937 Park Circle Dr,64628,Brookfield,203,660-258-7416,39.767807,-93.072718
Macon Store,49.07,705 E Briggs Dr,63552,Macon,783,660-385-5783,39.753883,-92.463896
Bowling Green Supercenter,37.78,3 Town Center Dr,63334,Bowling Green,145,573-324-0040,39.330546,-91.181652
Fulton Supercenter,49.01,1701 N Bluff St,65251,Fulton,51,573-642-6877,38.864222,-91.945748
West Burlington Supercenter,48.94,324 W Agency Rd,52655,West Burlington,797,319-753-6526,40.814269,-91.160892
Ottumwa Supercenter,44.46,1940 Venture Dr,52501,Ottumwa,1285,641-683-1040,41.012502,-92.455508
Centerville Supercenter,47.6,23148 Hwy 5,52544,Centerville,1621,641-437-7181,40.7091841,-92.8656721
Keokuk Supercenter,27.66,300 No. Park Drive,52632,Keokuk,1431,319-524-6941,40.417702,-91.41065
Kirksville Supercenter,35.55,2206 N Baltimore St,63501,Kirksville,189,660-627-7100,40.216711,-92.579522
Quincy Supercenter,42.67,5211 Broadway St,62305,Quincy,1454,217-223-9930,39.938168,-91.332345
Fairfield Supercenter,45.28,2701 W Burlington Ave,52556,Fairfield,985,641-472-6858,41.0076525,-91.993235
Worcester Supercenter,3.08,25 Tobias Boland Way,01607,Worcester,4387,774-314-3157,42.233355,-71.791547
Northborough Supercenter,5.63,200 Otis St,01532,Northborough,2158,508-393-4385,42.285163,-71.656464
West Boylston Store,5.71,137 W Boylston St,01583,West Boylston,2267,508-835-1101,42.355284,-71.78238
Leicester Supercenter,8.81,20 Soojian Dr,01524,Leicester,3409,508-892-9461,42.251179,-71.935136
North Oxford Supercenter,9.18,742 Main St,01537,North Oxford,2012,508-987-1444,42.170583,-71.878742
Whitinsville Supercenter,11.94,100 Valley Pkwy,01588,Whitinsville,2629,508-234-9034,42.107667,-71.700081
Hudson Supercenter,12.6,280 Washington St,01749,Hudson,1970,978-568-3383,42.3729971,-71.558791
Leominster Supercenter,15.19,11 Jungle Rd,01453,Leominster,2964,978-466-1313,42.491861,-71.729962
Sturbridge Store,18.12,100 Charlton Rd,01566,Sturbridge,2797,508-347-4993,42.128106,-72.059988
Framingham Store,18.8,121 Worcester Rd,01701,Framingham,2902,508-872-6575,42.300898,-71.399512
Bellingham Store,18.82,250 Hartford Ave,02019,Bellingham,1918,508-966-7633,42.116233,-71.465242
Lunenburg Store,22.21,301 Massachusetts Ave,01462,Lunenburg,2118,978-582-6000,42.595005,-71.759878
Gardner Supercenter,22.48,677 Timpany Blvd,01440,Gardner,2155,978-630-3244,42.55141,-71.994725
North Smithfield Supercenter,24.49,7 Dowling Village Blvd,02896,North Smithfield,2225,401-766-1961,41.9762291,-71.5054507
Putnam Supercenter,25.01,625 School St,06260,Putnam,1980,860-928-3999,41.923379,-71.889147
Ware Supercenter,26.38,352 Palmer Rd,01082,Ware,2386,413-967-0040,42.237645,-72.27897
Walpole Supercenter,29.62,550 Providence Hwy,02081,Walpole,2103,508-668-4144,42.1419743,-71.2145984
North Attleboro Supercenter,31.71,1470 S Washington St,02760,North Attleboro,2366,508-699-0277,41.933426,-71.350241
Chelmsford Store,31.75,66 Parkhurst Rd,01824,Chelmsford,2903,978-459-1818,42.6228533,-71.360693
Brooklyn Supercenter,33.65,450 Providence Road,06234,Brooklyn,5777,860-412-5137,41.799019,-71.913375
Orange Supercenter,34.26,555 E Main St,01364,Orange,2329,978-544-5800,42.588593,-72.284156
Providence Store,34.58,51 Silver Spring St,02904,Providence,3301,401-272-5047,41.845607,-71.416056
Tewksbury Supercenter,34.95,333 Main St,01876,Tewksbury,2222,978-851-6265,42.622888,-71.269696
Rindge Store,35.3,750 Us Hwy 202,03461,Rindge,2057,603-899-6882,42.742729,-72.039963
Hudson Store,35.91,254 Lowell Rd,03051,Hudson,1785,603-598-4226,42.7277,-71.4225
Cranston Supercenter,36.23,1776 Plainfield Pike,02921,Cranston,1873,401-946-2030,41.788163,-71.498321
Amherst Supercenter,38.21,85 State Route 101a,03031,Amherst,1796,603-672-3421,42.809386,-71.579488
Brockton Store,38.26,700 Oak St,02301,Brockton,2904,508-584-2333,42.0980861,-71.0567099
Avon Supercenter,39.09,30 Memorial Dr,02322,Avon,2122,508-427-9460,42.121102,-71.030085
North Reading Store,39.09,72 Main St,01864,North Reading,2660,978-664-3262,42.570503,-71.113093
Springfield Supercenter,39.12,1105 Boston Rd,01119,Springfield,1967,413-782-6699,42.136021,-72.506862
Quincy Store,39.93,301 Falls Blvd,02169,Quincy,2341,617-745-4390,42.2361802,-70.9862789
Seekonk Store,40.03,1180 Fall River Ave,02771,Seekonk,2184,508-336-0290,41.7953,-71.3251
Warwick Store,40.25,840 Post Rd,02888,Warwick,2373,401-781-2233,41.752742,-71.414275
Saugus Supercenter,40.28,770 Broadway,01906,Saugus,3114,781-816-5370,42.47213,-71.023538
Hadley Store,40.59,337 Russell St,01035,Hadley,2683,413-586-4231,42.354638,-72.552232
Warwick Store,41.02,650 Bald Hill Rd,02886,Warwick,2747,401-821-1766,41.7192533,-71.4796035
Chicopee Supercenter,41.95,591 Memorial Dr,01020,Chicopee,5278,413-593-3192,42.172343,-72.573946
Raynham Supercenter,41.96,160 Broadway,02767,Raynham,5448,508-692-6046,41.935116,-71.08582
Weymouth Store,42.32,740 Middle St,02188,Weymouth,3200,781-331-0063,42.199521,-70.944198
North Windham Supercenter,42.36,474 Boston Post Rd,06256,North Windham,2022,860-456-4399,41.740984,-72.174027
Abington Store,42.6,777 Brockton Ave,02351,Abington,2227,781-857-2345,42.096281,-70.968603
Lynn Store,42.83,780 Lynnway,01905,Lynn,2139,781-592-4300,42.448723,-70.960817
Coventry Supercenter,43.52,650 Centre Of New England Blvd,02816,Coventry,2283,401-823-7780,41.663336,-71.555168
Methuen Store,44.58,70 Pleasant Valley St,01844,Methuen,3491,978-686-2633,42.743122,-71.165141
Salem Store,45.02,450 Highland Ave,01970,Salem,2640,978-825-1713,42.4943905,-70.9354387
Danvers Store,45.06,55 Brooksby Village Way,01923,Danvers,2180,978-777-6977,42.55444,-70.968233
Northampton Store,45.12,180 N King St,01060,Northampton,2901,413-587-0001,42.341605,-72.643749
Salem Supercenter,45.3,326 N Broadway,03079,Salem,2142,603-894-5642,42.801879,-71.2385
Raynham Supercenter,45.43,36 Paramount Dr,02767,Raynham,2021,508-822-4900,41.904302,-71.032382
North Huntingdon Supercenter,49.09,915 Mills Dr,15642,North Huntingdon,5241,724-382-3160,40.316345,-79.686301
Greensburg Supercenter,49.69,2200 Greengate Centre Cir,15601,Greensburg,2059,724-830-2440,40.3089103,-79.5813259
Bryan Supercenter,12.3,1215 S Main St,43506,Bryan,2191,419-636-1535,41.459818,-84.546879
Auburn Supercenter,38.64,505 Touring Dr,46706,Auburn,1570,260-925-8080,41.362476,-85.080495
Fort Wayne Supercenter,45.24,10420 Maysville Rd,46835,Fort Wayne,5025,260-492-5845,41.128329,-85.006727
Fort Wayne Supercenter,49.33,10105 Lima Rd,46818,Fort Wayne,4230,260-490-6510,41.176255,-85.169186
West Brownsville Supercenter,42.93,134 Daniel Kendall Dr,15417,West Brownsville,4501,724-364-4076,40.0262886,-79.8989883
Waynesburg Supercenter,46.5,405 Murtha Dr,15370,Waynesburg,5446,724-627-3496,39.8939064,-80.126499
